"LotShape","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PoolQC","Fence","MSZoning","Street","Alley","LandContour","Utilities","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","CentralAir","Electrical","GarageType","PavedDrive","MiscFeature","SaleType","SaleCondition","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","Garage","LotFrontage_imp","Id"
0,1,2,2,3,3,4,5,1,3,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","HLS","AllPub","Inside","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,94,25286,4,5,1963,1963,0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,2007,1,FALSE,877
0,0,3,2,5,3,1,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,74,8834,9,5,2004,2005,216,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,3,738,184,0,0,0,0,0,0,6,2009,1,FALSE,878
1,0,2,2,3,3,3,5,1,2,3,5,0,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","Y","Shed","WD","Normal",85,88,11782,5,7,1961,1995,0,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,2,576,192,0,0,0,0,0,400,6,2010,1,FALSE,879
1,0,3,3,3,3,1,5,1,4,2,7,0,1,3,3,0,2,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,71.5,7000,5,8,1978,2005,90,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,0,0,7,2009,1,TRUE,880
0,0,2,2,5,4,1,5,1,3,2,7,0,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,60,7024,5,5,2005,2006,0,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,0,49,0,0,0,0,0,6,2007,1,FALSE,881
1,0,3,3,4,3,2,2,1,4,3,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","Timber","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,44,13758,7,5,1990,1991,117,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,168,36,0,0,0,0,0,4,2007,1,FALSE,882
1,0,2,2,4,3,1,1,1,3,2,7,3,2,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","BuiltIn","Y","None","WD","Normal",60,67.5,9636,6,5,1992,1993,0,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,342,40,0,0,0,0,0,12,2009,1,TRUE,883
0,0,3,2,3,2,1,1,1,2,2,7,0,1,3,4,0,0,"RL","Pave","No alley access","Bnk","AllPub","Inside","SWISU","Norm","Norm","1Fam","2.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","N","SBrkr","Detchd","Y","None","WD","Normal",75,60,6204,4,5,1912,1950,0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,3,2006,1,FALSE,884
0,0,2,2,3,3,1,4,1,2,2,7,0,2,3,3,0,2,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,65,7150,5,5,1967,1967,60,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,7,2009,1,FALSE,885
1,0,3,2,5,3,3,6,1,4,3,7,3,3,3,3,0,0,"FV","Pave","No alley access","Lvl","AllPub","CulDSac","Somerst","Norm","Norm","TwnhsE","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","CWD","Abnorml",120,50,5119,9,5,1999,2000,60,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,1,2008,1,FALSE,886
0,0,2,2,3,3,1,2,1,4,2,7,0,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Family",90,70,8393,5,5,1959,2005,122,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,6,2006,1,FALSE,887
1,0,2,3,3,3,1,1,1,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,59,16466,5,7,1955,1955,0,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,4,2008,1,FALSE,888
1,1,3,3,3,4,4,5,3,4,3,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Flat","Tar&Grv","Wd Sdng","Wd Sdng","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,95,15865,8,6,1970,1970,0,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,81,207,0,0,224,0,0,10,2007,1,FALSE,889
0,0,2,2,3,3,1,4,1,4,2,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,128,12160,6,4,1953,1953,90,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,0,0,0,162,0,0,0,2,2009,1,FALSE,890
0,0,2,3,3,3,2,1,1,4,2,7,1,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Corner","NAmes","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Y","SBrkr","Detchd","Y","Shed","WD","Normal",50,60,8064,5,7,1949,2006,0,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,7,2007,1,FALSE,891
0,0,2,2,3,3,1,2,3,3,2,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,70,11184,6,5,1978,1978,92,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,7,2009,1,FALSE,892
0,0,2,2,3,3,1,6,1,2,2,7,0,2,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,70,8414,6,8,1963,2003,0,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2,2006,1,FALSE,893
0,0,2,2,4,3,2,4,1,2,2,7,4,1,3,3,0,4,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","PosN","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Plywood","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,74,13284,5,5,1954,1954,0,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,0,0,6,2008,1,TRUE,894
0,0,2,2,0,0,0,0,0,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Bnk","AllPub","Inside","SawyerW","Norm","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","None","Slab","GasA","Y","SBrkr","Attchd","Y","None","WD","Alloca",90,64,7018,5,5,1979,1979,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,1,FALSE,895
0,0,2,2,3,3,1,4,1,2,2,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,71,7056,6,5,1963,1963,415,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,10,2008,1,FALSE,896
0,0,2,2,3,3,1,5,1,4,2,7,0,1,3,3,0,0,"RM","Pave","Grvl","Lvl","AllPub","Inside","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil","GasA","N","SBrkr","Detchd","Y","None","WD","Abnorml",30,50,8765,4,6,1936,1950,0,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,0,28,0,0,0,0,0,4,2006,1,FALSE,897
0,0,2,2,0,0,0,0,0,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","SawyerW","Feedr","Norm","Duplex","2Story","Gable","CompShg","Plywood","Plywood","None","Slab","GasA","Y","SBrkr","Detchd","Y","None","WD","Alloca",90,64,7018,5,5,1979,1979,0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,6,2009,1,FALSE,898
1,0,4,2,5,3,4,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,100,12919,9,5,2009,2010,760,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,0,67,0,0,0,0,0,3,2010,1,FALSE,899
0,0,2,2,3,3,1,4,1,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,65,6993,5,7,1961,1994,0,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,6,2006,1,FALSE,900
1,0,2,2,3,3,1,5,1,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,70,7340,4,6,1971,1971,0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,2007,1,TRUE,901
1,0,2,3,3,3,2,4,1,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,64,8712,5,7,1957,2000,0,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,5,2009,1,FALSE,902
0,0,3,2,4,3,1,1,1,4,3,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,63,7875,7,5,2003,2003,0,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,7,2006,1,FALSE,903
1,0,3,2,4,3,1,1,1,4,3,7,4,2,3,3,0,0,"RL","Pave","No alley access","HLS","AllPub","CulDSac","Gilbert","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,50,14859,7,5,2006,2006,27,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,8,2006,1,FALSE,904
1,0,2,2,3,3,1,6,1,2,2,7,0,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Wd Sdng","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,72,6173,5,6,1967,1967,75,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,0,0,8,2007,1,TRUE,905
0,0,2,2,3,3,1,3,2,2,2,7,0,2,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","Stone","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,80,9920,5,5,1954,1954,110,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2,2010,1,FALSE,906
1,0,3,2,4,3,1,6,1,4,3,7,4,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,116,13501,8,5,2006,2006,208,63,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,6,2007,1,FALSE,907
1,0,3,2,4,3,1,3,1,3,3,7,4,3,2,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Crawfor","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","BrkFace","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,86,11500,7,7,1936,1987,0,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,0,0,0,0,322,0,0,6,2006,1,FALSE,908
1,1,2,2,4,3,3,4,5,2,2,7,0,1,3,3,0,3,"RL","Pave","No alley access","Low","AllPub","Inside","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,70,8885,5,5,1983,1983,0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,164,0,0,0,0,0,0,6,2006,1,TRUE,909
2,0,3,2,4,3,1,1,1,4,3,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,149,12589,6,5,2005,2005,0,0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,0,0,6,2009,1,FALSE,910
0,0,2,2,3,3,1,3,1,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","NAmes","Feedr","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Y","FuseA","Detchd","Y","None","WD","Normal",90,80,11600,5,5,1960,1960,361,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,1,2010,1,FALSE,911
1,1,2,2,4,4,3,5,1,2,3,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,64.5,9286,5,7,1977,1989,0,196,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,10,2009,1,TRUE,912
0,0,2,2,3,3,1,3,1,2,2,6,0,1,3,3,0,3,"RM","Pave","No alley access","Lvl","AllPub","Inside","BrkSide","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","N","SBrkr","Detchd","Y","Shed","WD","Abnorml",30,51,6120,5,7,1925,1950,0,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,7,2006,1,FALSE,913
0,0,2,2,3,3,1,4,1,2,2,7,0,1,3,3,0,0,"RH","Pave","No alley access","HLS","AllPub","Inside","Crawfor","Norm","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","N","FuseA","2Types","Y","None","WD","Normal",90,82,6270,5,6,1949,1950,0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,8,2007,1,FALSE,914
0,0,3,2,4,3,3,6,1,4,3,7,0,2,3,3,0,0,"FV","Pave","Pave","Lvl","AllPub","Inside","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Detchd","Y","None","New","Partial",160,30,3000,6,5,2009,2009,76,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,2009,1,FALSE,915
0,0,2,2,3,3,1,1,1,1,2,7,0,1,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","MeadowV","Norm","Norm","Twnhs","2Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",160,21,2001,4,5,1970,1970,80,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,1,2007,1,FALSE,916
0,0,2,2,3,3,3,4,1,2,2,7,0,1,3,3,0,0,"C (all)","Pave","No alley access","Lvl","AllPub","Inside","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","AsbShng","AsbShng","None","CBlock","GasA","N","FuseA","Detchd","Y","None","WD","Abnorml",20,50,9000,2,3,1949,1950,0,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,10,2006,1,FALSE,917
0,0,2,2,3,3,1,5,1,4,2,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Y","FuseA","Attchd","Y","None","WD","Normal",20,70,17140,4,6,1956,1956,0,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,4,2009,1,TRUE,918
1,0,3,2,5,3,2,4,6,4,3,7,3,2,3,3,0,4,"RL","Pave","No alley access","Lvl","AllPub","Corner","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,103,13125,7,5,1991,1991,0,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,11,2007,1,FALSE,919
1,0,4,2,4,3,1,5,4,4,2,6,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,87,11029,6,8,1958,2002,0,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,0,0,5,2008,1,FALSE,920
1,0,3,3,4,4,1,6,1,4,3,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,70,8462,6,5,1994,1994,105,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,2007,1,FALSE,921
0,0,2,2,3,3,1,5,1,3,2,7,0,0,0,0,0,4,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Feedr","Norm","Duplex","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Y","SBrkr","No Garage","N","None","WD","Normal",90,67,8777,5,7,1900,2003,0,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,9,2008,0,FALSE,922
0,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Gilbert","RRAn","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,65,10237,6,5,2005,2006,0,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,10,2006,1,FALSE,923
0,0,3,2,4,3,1,2,6,4,3,7,2,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","Plywood","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",120,50,8012,6,5,1993,1994,0,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,7,2008,1,FALSE,924
0,0,2,3,4,3,1,4,2,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,79,10240,6,6,1980,1980,157,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,2006,1,FALSE,925
1,0,2,2,4,3,3,5,2,2,4,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Abnorml",20,73.5,15611,5,6,1977,1977,0,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,3,2008,1,TRUE,926
0,0,3,2,4,3,1,1,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","BuiltIn","Y","None","WD","Normal",60,93,11999,8,5,2003,2004,340,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,5,2007,1,FALSE,927
0,0,2,2,3,3,1,4,1,3,2,7,4,2,3,3,0,4,"RL","Pave","No alley access","Lvl","AllPub","Inside","NWAmes","Feedr","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,80,9900,7,5,1968,1968,342,552,0,280,832,1098,880,0,1978,0,0,2,1,4,1,9,1,2,486,0,43,0,0,0,0,0,4,2008,1,TRUE,928
0,0,3,2,4,3,3,1,1,4,4,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,75,11838,8,5,2001,2001,0,0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,202,151,0,0,0,0,0,6,2009,1,TRUE,929
1,0,2,2,4,3,1,1,1,3,3,7,3,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Y","SBrkr","BuiltIn","Y","None","WD","Normal",60,79.5,13006,7,5,1997,1997,285,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,11,2006,1,TRUE,930
1,0,3,2,4,3,3,6,1,4,3,7,0,3,3,3,0,0,"RL","Pave","No alley access","HLS","AllPub","Inside","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,73,8925,8,5,2007,2007,0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,0,0,7,2009,1,FALSE,931
0,0,2,2,3,3,1,4,3,4,2,7,0,1,3,3,0,2,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,70,9100,5,6,1965,1965,0,338,466,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1,429,0,0,0,0,0,0,0,7,2009,1,FALSE,932
1,0,4,2,5,4,1,1,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Somerst","RRNn","Norm","1Fam","1Story","Hip","CompShg","VinylSd","ImStucc","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,84,11670,9,5,2006,2006,302,0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,0,191,0,0,0,0,0,3,2007,1,FALSE,933
0,0,3,2,4,3,3,6,1,4,3,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","FR2","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,63,8487,7,5,2004,2004,210,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,8,2009,1,FALSE,934
