,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Garage
741,1,0,2,3,3,3,2,6,1,3,3,7,0,1,3,3,0,4,RL,Pave,No alley access,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,742,20,65.0,6768,6,8,1961,1996,0.0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1,288,168,0,0,0,0,0,0,5,2008,1
742,0,0,2,2,4,3,1,1,1,4,2,7,0,1,3,3,0,4,RL,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,743,20,65.0,8450,7,5,2000,2001,108.0,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,0,0,12,2007,1
743,1,0,2,2,4,3,3,5,1,4,2,5,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,744,80,70.0,12886,5,6,1963,1999,0.0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,0,0,10,2009,1
744,1,0,3,2,4,3,1,6,1,3,3,7,3,2,3,3,0,0,RL,Pave,No alley access,HLS,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,745,120,41.0,5395,8,5,1993,1993,0.0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,2,462,96,0,70,168,0,0,0,10,2008,1
745,1,0,4,3,3,4,1,6,5,4,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,746,60,,8963,8,9,1976,1996,289.0,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,2,831,0,204,0,0,0,0,0,7,2008,1
746,1,0,3,2,4,3,1,6,1,4,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,747,60,,8795,7,5,2000,2000,0.0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,224,54,0,0,0,0,0,4,2009,1
747,1,0,3,2,3,2,1,1,1,2,3,7,4,1,3,3,0,0,RM,Pave,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Stone,GasW,N,SBrkr,Detchd,N,None,WD,Normal,748,70,65.0,11700,7,7,1880,2003,0.0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,4,864,181,0,386,0,0,0,0,5,2009,1
748,1,0,3,2,4,3,1,6,1,4,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,749,20,59.0,10593,7,5,1996,1996,338.0,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,2,527,240,56,154,0,0,0,0,3,2010,1
749,0,0,2,2,0,0,0,0,0,2,2,4,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,Slab,Wall,N,FuseF,Detchd,N,None,WD,Normal,750,50,50.0,8405,4,3,1945,1950,0.0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,92,0,185,0,0,0,0,4,2009,1
750,0,0,2,2,3,2,1,1,1,3,2,5,0,0,0,0,0,0,RM,Pave,Grvl,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,No Garage,N,None,WD,Normal,751,50,55.0,8800,4,7,1910,2004,0.0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,0,160,0,0,0,0,0,6,2010,0
751,0,0,3,2,4,3,1,1,1,4,3,7,0,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,752,60,,7750,7,5,2003,2003,0.0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,8,2007,1
752,1,0,2,3,4,3,4,6,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,753,20,79.0,9236,6,5,1997,1997,0.0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,2,576,168,27,0,0,0,0,0,7,2006,1
753,0,0,3,2,4,3,2,1,1,3,4,7,4,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,754,60,80.0,10240,8,5,2005,2005,178.0,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,3,2006,1
754,0,0,2,2,3,3,1,6,2,3,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,755,20,61.0,7930,6,8,1969,2005,0.0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,2,440,171,48,0,0,0,0,0,7,2009,1
755,0,0,2,2,4,3,1,6,1,3,2,7,0,1,3,3,0,0,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,756,160,34.0,3230,6,5,1999,1999,894.0,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,0,0,3,2009,1
756,1,0,3,2,4,3,3,6,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,757,60,68.0,10769,8,5,2007,2007,0.0,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,144,105,0,0,0,0,0,4,2009,1
757,1,0,2,2,3,3,2,3,1,2,2,7,3,3,3,3,0,4,RL,Pave,No alley access,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,758,60,,11616,6,5,1978,1978,328.0,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,335,0,0,0,0,0,0,4,2010,1
758,0,0,2,2,4,3,1,5,1,3,2,7,0,1,3,3,0,0,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,759,160,24.0,2280,7,5,1999,1999,360.0,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,8,2008,1
759,1,0,3,2,4,3,3,2,5,4,3,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,760,60,65.0,12257,8,5,1995,1995,513.0,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,222,98,0,0,0,0,0,11,2007,1
760,0,0,2,2,3,3,1,3,1,4,2,7,0,1,5,5,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,Shed,WD,Normal,761,20,70.0,9100,6,6,1959,1959,0.0,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1,300,0,0,0,0,0,0,450,10,2009,1
761,0,0,2,2,3,3,2,2,1,2,1,6,0,1,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,FR2,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,762,30,60.0,6911,5,5,1924,1950,0.0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,10,2009,1
762,0,0,2,2,4,3,2,6,1,4,3,7,0,1,3,3,0,0,FV,Pave,No alley access,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,Con,Normal,763,60,72.0,8640,7,5,2009,2009,0.0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,169,45,0,0,0,0,0,6,2010,1
763,0,0,3,2,4,3,2,6,1,4,3,7,4,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,764,60,82.0,9430,8,5,1999,1999,673.0,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,3,856,0,128,0,0,180,0,0,7,2009,1
764,1,0,3,3,4,4,3,2,6,4,4,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,765,120,30.0,9549,8,5,1995,1996,0.0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,0,30,0,0,216,0,0,4,2006,1
765,1,0,3,2,4,3,1,1,1,4,4,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,766,20,75.0,14587,9,5,2008,2008,284.0,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,8,2008,1
766,0,0,2,2,4,3,1,6,1,2,2,7,3,1,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,767,60,80.0,10421,7,5,1988,1988,42.0,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,2,496,228,66,156,0,0,0,500,3,2010,1
767,1,0,2,2,4,3,2,5,1,4,2,4,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,768,50,75.0,12508,6,7,1940,1985,0.0,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,245,0,156,0,0,0,1300,7,2008,1
768,0,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,769,20,70.0,9100,7,5,2004,2005,0.0,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2,484,120,33,0,0,0,0,0,10,2006,1
769,2,1,4,2,4,3,4,5,1,4,4,4,4,3,3,3,0,0,RL,Pave,No alley access,HLS,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,770,60,47.0,53504,8,5,2003,2003,603.0,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,3,841,503,36,0,0,210,0,0,6,2010,1
770,1,0,2,2,4,3,3,6,1,2,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,771,85,,7252,5,5,1982,1982,0.0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,4,2009,1
771,0,0,2,2,2,2,1,2,1,2,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseF,Detchd,Y,None,COD,Normal,772,20,67.0,8877,4,5,1951,1951,0.0,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,4,2006,1
772,0,0,2,2,3,3,3,5,4,2,2,7,3,1,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Abnorml,773,80,94.0,7819,6,5,1976,1976,0.0,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,2,672,144,0,0,0,0,0,0,3,2010,1
773,0,0,2,2,3,3,1,3,1,4,2,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,Attchd,Y,None,COD,Normal,774,20,70.0,10150,5,5,1958,1958,1.0,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1,275,0,0,0,0,0,0,0,7,2007,1
774,0,0,3,2,4,3,3,1,1,3,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,775,20,110.0,14226,8,5,2006,2006,375.0,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,315,45,0,0,0,0,0,7,2007,1
775,0,0,2,2,5,3,1,6,1,4,2,7,0,3,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,776,120,32.0,4500,6,5,1998,1998,320.0,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,2,412,0,247,0,0,0,0,0,6,2009,1
776,1,0,3,2,4,3,3,6,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,777,20,86.0,11210,7,5,2005,2006,240.0,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,7,2006,1
777,1,0,2,2,3,3,1,5,1,2,2,7,2,1,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,778,20,100.0,13350,5,5,1974,1974,0.0,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,0,0,6,2006,1
778,0,0,2,2,0,0,0,0,0,2,2,7,3,1,3,3,0,0,RH,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Slab,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,779,90,60.0,8400,5,5,1977,1977,320.0,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,0,0,10,2007,1
779,0,0,2,2,4,3,4,6,1,2,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,780,90,78.0,10530,6,5,1977,1977,90.0,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,5,2006,1
780,0,0,2,2,4,4,1,1,1,3,2,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,781,20,63.0,7875,7,5,1995,1996,38.0,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,2,402,220,21,0,0,0,0,0,6,2007,1
781,0,0,3,3,4,3,1,5,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,782,60,65.0,7153,6,5,1992,1992,0.0,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,2,484,0,124,0,0,0,0,0,7,2006,1
782,2,0,3,2,4,3,1,1,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,783,20,67.0,16285,7,5,2001,2002,0.0,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,0,0,6,2009,1
783,1,0,2,3,4,3,3,6,1,4,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,784,85,,9101,5,6,1978,1978,104.0,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,2,602,303,30,0,0,0,0,0,7,2009,1
784,0,0,2,2,3,3,1,1,1,4,2,7,4,0,0,0,0,0,RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,Y,SBrkr,No Garage,Y,None,WD,Normal,785,75,35.0,6300,6,6,1914,2001,0.0,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,0,0,6,2008,0
785,0,0,2,2,3,3,1,3,2,2,2,7,4,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,786,20,,9790,6,5,1967,1967,0.0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,0,0,9,2009,1
786,0,0,2,3,2,3,1,2,1,2,2,7,0,1,3,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,Shed,WD,Normal,787,50,60.0,10800,5,6,1915,1950,0.0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,0,0,196,0,0,0,1200,6,2010,1
787,1,0,3,2,4,3,1,6,1,4,3,7,0,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,788,60,76.0,10142,7,5,2004,2004,0.0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2,618,0,45,0,0,0,0,0,1,2010,1
788,0,0,2,2,3,3,1,1,1,4,2,7,0,1,2,3,0,0,RM,Pave,No alley access,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,789,20,50.0,6000,4,7,1954,2000,0.0,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1,281,0,0,0,0,0,0,0,8,2008,1
789,1,0,2,2,3,2,4,2,1,3,3,7,0,3,3,3,0,0,RL,Pave,No alley access,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,790,60,,12205,6,8,1966,2007,157.0,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,2,444,133,168,0,0,0,0,0,7,2007,1
790,0,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,791,120,43.0,3182,7,5,2005,2006,11.0,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,0,0,9,2009,1
791,1,0,2,2,4,3,3,5,1,2,2,7,3,2,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,792,80,,11333,6,5,1976,1976,0.0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,0,0,5,2007,1
792,1,0,3,2,4,3,3,6,1,4,2,7,3,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,793,60,92.0,9920,7,5,1996,1997,0.0,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,2,455,180,130,0,0,0,0,0,6,2007,1
793,0,0,3,2,4,3,3,1,1,4,3,7,0,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,794,20,76.0,9158,8,5,2007,2007,140.0,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,168,130,0,0,0,0,0,6,2007,1
794,1,0,3,2,4,3,1,1,1,4,3,7,3,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,795,60,,10832,7,5,1994,1996,0.0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,2,409,143,46,0,0,0,0,500,10,2008,1
795,0,0,2,2,4,3,1,1,1,2,2,7,3,1,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,796,60,70.0,8400,6,6,1980,1981,130.0,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,2,476,0,50,0,0,204,0,0,4,2010,1
796,0,0,2,2,3,3,1,1,1,4,2,7,3,2,3,3,0,3,RL,Pave,No alley access,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,797,20,71.0,8197,6,5,1977,1977,148.0,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,2,528,138,0,0,0,0,0,0,4,2007,1
797,0,0,2,2,3,3,1,4,1,3,2,7,0,1,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,798,20,57.0,7677,5,5,1953,1953,0.0,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1,240,0,0,0,0,0,0,0,4,2008,1
798,0,0,4,2,5,3,1,1,1,4,4,7,4,3,3,3,0,0,RL,Pave,No alley access,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,799,60,104.0,13518,9,5,2008,2009,860.0,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,3,820,144,78,0,0,0,0,0,7,2009,1
